(1.0, (45, 25), None)
(25.62741699796953, (26, 9), (27, 10))
(25.65685424949238, (29, 6), (30, 7))
(25.65685424949238, (49, 1), (48, 2))
(25.72792206135786, (41, 1), (42, 2))
(25.798989873223338, (36, 3), (37, 4))
(25.798989873223338, (31, 5), (32, 6))
(25.798989873223338, (25, 17), (26, 16))
(25.798989873223338, (25, 11), (26, 12))
(25.899494936611667, (26, 18), (27, 17))
(25.970562748477146, (38, 2), (39, 3))
(25.970562748477146, (33, 4), (34, 5))
(25.970562748477146, (24, 15), (25, 14))
(25.970562748477146, (24, 13), (25, 14))
(26.041630560342625, (28, 19), (29, 18))
(26.041630560342625, (26, 8), (27, 9))
(26.142135623730955, (28, 6), (29, 7))
(26.213203435596434, (35, 3), (36, 4))
(26.213203435596434, (30, 5), (31, 6))
(26.213203435596434, (25, 18), (26, 17))
(26.313708498984763, (25, 10), (26, 11))
(26.384776310850242, (37, 2), (38, 3))
(26.384776310850242, (32, 4), (33, 5))
(26.384776310850242, (24, 16), (25, 15))
(26.384776310850242, (24, 12), (25, 13))
(26.45584412271572, (27, 19), (28, 18))
(26.45584412271572, (26, 7), (27, 8))
(26.48528137423857, (27, 6), (28, 7))
(26.55634918610405, (39, 1), (39, 2))
(26.55634918610405, (34, 3), (35, 4))
(26.55634918610405, (23, 14), (24, 14))
(26.62741699796953, (29, 20), (29, 19))
(26.62741699796953, (29, 5), (30, 6))
(26.72792206135786, (25, 9), (26, 10))
(26.798989873223338, (36, 2), (37, 3))
(26.798989873223338, (31, 4), (32, 5))
(26.798989873223338, (24, 17), (25, 16))
(26.798989873223338, (24, 11), (25, 12))
(26.870057685088817, (26, 19), (27, 18))
(26.899494936611667, (26, 6), (27, 7))
(26.970562748477146, (38, 1), (39, 2))
(26.970562748477146, (33, 3), (34, 4))
(26.970562748477146, (23, 15), (24, 14))
(26.970562748477146, (23, 13), (24, 14))
(27.041630560342625, (28, 20), (29, 19))
(27.041630560342625, (25, 8), (26, 9))
(27.142135623730955, (28, 5), (29, 6))
(27.213203435596434, (35, 2), (36, 3))
(27.213203435596434, (30, 4), (31, 5))
(27.213203435596434, (24, 18), (25, 17))
(27.213203435596434, (24, 10), (25, 11))
(27.313708498984763, (25, 19), (26, 18))
(27.384776310850242, (37, 1), (38, 2))
(27.384776310850242, (32, 3), (33, 4))
(27.384776310850242, (23, 16), (24, 15))
(27.384776310850242, (23, 12), (24, 13))
(27.45584412271572, (27, 20), (28, 19))
(27.45584412271572, (25, 7), (26, 8))
(27.55634918610405, (27, 5), (28, 6))
(27.55634918610405, (34, 2), (35, 3))
(27.55634918610405, (22, 14), (23, 14))
(27.62741699796953, (29, 21), (29, 20))
(27.62741699796953, (29, 4), (30, 5))
(27.62741699796953, (24, 19), (25, 18))
(27.72792206135786, (24, 9), (25, 10))
(27.798989873223338, (36, 1), (37, 2))
(27.798989873223338, (31, 3), (32, 4))
(27.798989873223338, (23, 17), (24, 16))
(27.798989873223338, (23, 11), (24, 12))
(27.870057685088817, (26, 20), (27, 19))
(27.870057685088817, (25, 6), (26, 7))
(27.970562748477146, (26, 5), (27, 6))
(27.970562748477146, (33, 2), (34, 3))
(27.970562748477146, (22, 15), (23, 14))
(27.970562748477146, (22, 13), (23, 14))
(28.041630560342625, (28, 21), (29, 20))
(28.041630560342625, (28, 4), (29, 5))
(28.142135623730955, (24, 8), (25, 9))
(28.213203435596434, (35, 1), (36, 2))
(28.213203435596434, (30, 3), (31, 4))
(28.213203435596434, (23, 18), (24, 17))
(28.213203435596434, (23, 10), (24, 11))
(28.284271247461913, (25, 20), (26, 19))
(28.384776310850242, (25, 5), (26, 6))
(28.384776310850242, (32, 2), (33, 3))
(28.384776310850242, (22, 16), (23, 15))
(28.384776310850242, (22, 12), (23, 13))
(28.45584412271572, (27, 21), (28, 20))
(28.45584412271572, (24, 7), (25, 8))
(28.55634918610405, (27, 4), (28, 5))
(28.55634918610405, (34, 1), (35, 2))
(28.55634918610405, (21, 14), (22, 14))
(28.62741699796953, (29, 22), (29, 21))
(28.62741699796953, (29, 3), (30, 4))
(28.62741699796953, (23, 19), (24, 18))
(28.62741699796953, (23, 9), (24, 10))
(28.798989873223338, (24, 20), (25, 19))
(28.798989873223338, (31, 2), (32, 3))
(28.798989873223338, (22, 17), (23, 16))
(28.798989873223338, (22, 11), (23, 12))
(28.870057685088817, (26, 21), (27, 20))
(28.870057685088817, (24, 6), (25, 7))
(28.970562748477146, (26, 4), (27, 5))
(28.970562748477146, (33, 1), (34, 2))
(28.970562748477146, (21, 15), (22, 14))
(28.970562748477146, (21, 13), (22, 14))
(29.041630560342625, (28, 22), (29, 21))
(29.041630560342625, (28, 3), (29, 4))
(29.041630560342625, (23, 20), (24, 19))
(29.213203435596434, (23, 8), (24, 9))
(29.213203435596434, (30, 2), (31, 3))
(29.213203435596434, (22, 18), (23, 17))
(29.213203435596434, (22, 10), (23, 11))
(29.284271247461913, (25, 21), (26, 20))
(29.284271247461913, (24, 5), (25, 6))
(29.384776310850242, (25, 4), (26, 5))
(29.384776310850242, (32, 1), (33, 2))
(29.384776310850242, (21, 16), (22, 15))
(29.384776310850242, (21, 12), (22, 13))
(29.45584412271572, (27, 22), (28, 21))
(29.45584412271572, (27, 3), (28, 4))
(29.55634918610405, (23, 7), (24, 8))
(29.62741699796953, (29, 23), (29, 22))
(29.62741699796953, (29, 2), (30, 3))
(29.62741699796953, (22, 19), (23, 18))
(29.62741699796953, (22, 9), (23, 10))
(29.69848480983501, (24, 21), (25, 20))
(29.798989873223338, (24, 4), (25, 5))
(29.798989873223338, (31, 1), (32, 2))
(29.798989873223338, (21, 17), (22, 16))
(29.798989873223338, (21, 11), (22, 12))
(29.870057685088817, (26, 22), (27, 21))
(29.870057685088817, (23, 6), (24, 7))
(29.970562748477146, (26, 3), (27, 4))
(30.041630560342625, (28, 23), (29, 22))
(30.041630560342625, (28, 2), (29, 3))
(30.041630560342625, (22, 20), (23, 19))
(30.041630560342625, (22, 8), (23, 9))
(30.213203435596434, (23, 21), (24, 20))
(30.213203435596434, (30, 1), (31, 2))
(30.213203435596434, (21, 18), (22, 17))
(30.213203435596434, (21, 10), (22, 11))
(30.284271247461913, (25, 22), (26, 21))
(30.284271247461913, (23, 5), (24, 6))
(30.384776310850242, (25, 3), (26, 4))
(30.384776310850242, (27, 23), (28, 22))
(30.45584412271572, (20, 16), (21, 16))
(30.45584412271572, (27, 2), (28, 3))
(30.45584412271572, (22, 21), (23, 20))
(30.55634918610405, (22, 7), (23, 8))
(30.62741699796953, (29, 24), (29, 23))
(30.62741699796953, (29, 1), (30, 2))
(30.62741699796953, (21, 19), (22, 18))
(30.62741699796953, (21, 9), (22, 10))
(30.69848480983501, (24, 22), (25, 21))
(30.69848480983501, (23, 4), (24, 5))
(30.798989873223338, (24, 3), (25, 4))
(30.798989873223338, (20, 17), (21, 16))
(30.870057685088817, (26, 23), (27, 22))
(30.870057685088817, (26, 2), (27, 3))
(30.970562748477146, (22, 6), (23, 7))
(31.041630560342625, (28, 24), (29, 23))
(31.041630560342625, (28, 1), (29, 2))
(31.041630560342625, (21, 20), (22, 19))
(31.041630560342625, (21, 8), (22, 9))
(31.112698372208104, (23, 22), (24, 21))
(31.213203435596434, (23, 3), (24, 4))
(31.213203435596434, (20, 18), (21, 17))
(31.284271247461913, (25, 23), (26, 22))
(31.284271247461913, (22, 5), (23, 6))
(31.384776310850242, (25, 2), (26, 3))
(31.384776310850242, (27, 24), (28, 23))
(31.45584412271572, (19, 16), (20, 16))
(31.45584412271572, (27, 1), (28, 2))
(31.45584412271572, (21, 21), (22, 20))
(31.45584412271572, (21, 7), (22, 8))
(31.55634918610405, (22, 22), (23, 21))
(31.62741699796953, (29, 25), (29, 24))
(31.62741699796953, (20, 19), (21, 18))
(31.69848480983501, (24, 23), (25, 22))
(31.69848480983501, (22, 4), (23, 5))
(31.798989873223338, (24, 2), (25, 3))
(31.798989873223338, (26, 24), (27, 23))
(31.870057685088817, (19, 17), (20, 16))
(31.870057685088817, (26, 1), (27, 2))
(31.870057685088817, (21, 22), (22, 21))
(31.970562748477146, (21, 6), (22, 7))
(32.041630560342625, (28, 25), (29, 24))
(32.041630560342625, (20, 20), (21, 19))
(32.1126983722081, (23, 23), (24, 22))
(32.1126983722081, (22, 3), (23, 4))
(32.213203435596434, (23, 2), (24, 3))
(32.213203435596434, (19, 18), (20, 17))
(32.28427124746191, (25, 24), (26, 23))
(32.28427124746191, (25, 1), (26, 2))
(32.38477631085024, (21, 5), (22, 6))
(32.38477631085024, (27, 25), (28, 24))
(32.45584412271572, (18, 16), (19, 16))
(32.45584412271572, (20, 21), (21, 20))
(32.5269119345812, (22, 23), (23, 22))
(32.55634918610405, (22, 2), (23, 3))
(32.627416997969526, (29, 26), (29, 25))
(32.627416997969526, (19, 19), (20, 18))
(32.69848480983501, (24, 24), (25, 23))
(32.69848480983501, (21, 4), (22, 5))
(32.798989873223334, (24, 1), (25, 2))
(32.798989873223334, (26, 25), (27, 24))
(32.87005768508882, (18, 17), (19, 16))
(32.87005768508882, (20, 22), (21, 21))
(32.97056274847714, (21, 23), (22, 22))
(33.041630560342625, (28, 26), (29, 25))
(33.041630560342625, (19, 20), (20, 19))
(33.1126983722081, (23, 24), (24, 23))
(33.1126983722081, (21, 3), (22, 4))
(33.213203435596434, (23, 1), (24, 2))
(33.213203435596434, (25, 25), (26, 24))
(33.28427124746191, (18, 18), (19, 17))
(33.38477631085024, (20, 23), (21, 22))
(33.38477631085024, (27, 26), (28, 25))
(33.45584412271572, (17, 16), (18, 16))
(33.45584412271572, (19, 21), (20, 20))
(33.52691193458119, (22, 24), (23, 23))
(33.52691193458119, (21, 2), (22, 3))
(33.55634918610405, (22, 1), (23, 2))
(33.627416997969526, (29, 27), (29, 26))
(33.627416997969526, (18, 19), (19, 18))
(33.798989873223334, (24, 25), (25, 24))
(33.798989873223334, (26, 26), (27, 25))
(33.87005768508881, (17, 17), (18, 16))
(33.87005768508881, (19, 22), (20, 21))
(33.94112549695429, (21, 24), (22, 23))
(33.97056274847714, (21, 1), (22, 2))
(34.04163056034262, (28, 27), (29, 26))
(34.04163056034262, (18, 20), (19, 19))
(34.21320343559643, (23, 25), (24, 24))
(34.21320343559643, (25, 26), (26, 25))
(34.28427124746191, (17, 18), (18, 17))
(34.28427124746191, (19, 23), (20, 22))
(34.384776310850235, (20, 24), (21, 23))
(34.38477631085024, (27, 27), (28, 26))
(34.45584412271572, (16, 16), (17, 16))
(34.45584412271572, (18, 21), (19, 20))
(34.55634918610405, (22, 25), (23, 24))
(34.627416997969526, (29, 28), (29, 27))
(34.627416997969526, (24, 26), (25, 25))
(34.698484809835, (17, 19), (18, 18))
(34.798989873223334, (19, 24), (20, 23))
(34.798989873223334, (26, 27), (27, 26))
(34.87005768508881, (16, 17), (17, 16))
(34.87005768508881, (18, 22), (19, 21))
(34.97056274847714, (21, 25), (22, 24))
(35.04163056034262, (28, 28), (29, 27))
(35.04163056034262, (17, 20), (18, 19))
(35.21320343559643, (23, 26), (24, 25))
(35.21320343559643, (25, 27), (26, 26))
(35.2842712474619, (16, 18), (17, 17))
(35.2842712474619, (18, 23), (19, 22))
(35.384776310850235, (20, 25), (21, 24))
(35.38477631085024, (27, 28), (28, 27))
(35.45584412271571, (15, 16), (16, 16))
(35.45584412271571, (17, 21), (18, 20))
(35.55634918610405, (22, 26), (23, 25))
(35.62741699796952, (29, 29), (29, 28))
(35.62741699796952, (24, 27), (25, 26))
(35.698484809835, (16, 19), (17, 18))
(35.698484809835, (18, 24), (19, 23))
(35.79898987322333, (19, 25), (20, 24))
(35.798989873223334, (26, 28), (27, 27))
(35.87005768508881, (15, 17), (16, 16))
(35.87005768508881, (17, 22), (18, 21))
(35.97056274847714, (21, 26), (22, 25))
(36.04163056034262, (28, 29), (29, 28))
(36.04163056034262, (23, 27), (24, 26))
(36.112698372208094, (16, 20), (17, 19))
(36.21320343559643, (18, 25), (19, 24))
(36.21320343559643, (25, 28), (26, 27))
(36.2842712474619, (15, 18), (16, 17))
(36.2842712474619, (17, 23), (18, 22))
(36.384776310850235, (20, 26), (21, 25))
(36.38477631085024, (27, 29), (28, 28))
(36.45584412271571, (14, 16), (15, 16))
(36.45584412271571, (16, 21), (17, 20))
(36.62741699796952, (22, 27), (23, 26))
(36.62741699796952, (24, 28), (25, 27))
(36.698484809834994, (15, 19), (16, 18))
(36.698484809834994, (17, 24), (18, 23))
(36.79898987322333, (19, 26), (20, 25))
(36.798989873223334, (26, 29), (27, 28))
(36.8700576850888, (14, 17), (15, 16))
(36.8700576850888, (16, 22), (17, 21))
(37.04163056034261, (21, 27), (22, 26))
(37.04163056034261, (23, 28), (24, 27))
(37.112698372208094, (15, 20), (16, 19))
(37.112698372208094, (17, 25), (18, 24))
(37.21320343559642, (18, 26), (19, 25))
(37.21320343559643, (25, 29), (26, 28))
(37.2842712474619, (14, 18), (15, 17))
(37.2842712474619, (16, 23), (17, 22))
(37.38477631085024, (20, 27), (21, 26))
(37.45584412271571, (13, 16), (14, 16))
(37.45584412271571, (22, 28), (23, 27))
(37.526911934581186, (15, 21), (16, 20))
(37.62741699796952, (17, 26), (18, 25))
(37.62741699796952, (24, 29), (25, 28))
(37.698484809834994, (14, 19), (15, 18))
(37.698484809834994, (16, 24), (17, 23))
(37.798989873223334, (19, 27), (20, 26))
(37.8700576850888, (13, 17), (14, 16))
(37.8700576850888, (15, 22), (16, 21))
(38.04163056034261, (21, 28), (22, 27))
(38.04163056034261, (23, 29), (24, 28))
(38.11269837220809, (14, 20), (15, 19))
(38.11269837220809, (16, 25), (17, 24))
(38.21320343559643, (18, 27), (19, 26))
(38.284271247461895, (13, 18), (14, 17))
(38.284271247461895, (15, 23), (16, 22))
(38.38477631085024, (20, 28), (21, 27))
(38.4558441227157, (12, 16), (13, 16))
(38.4558441227157, (22, 29), (23, 28))
(38.526911934581186, (14, 21), (15, 20))
(38.526911934581186, (16, 26), (17, 25))
(38.62741699796952, (17, 27), (18, 26))
(38.698484809834994, (13, 19), (14, 18))
(38.698484809834994, (15, 24), (16, 23))
(38.798989873223334, (19, 28), (20, 27))
(38.8700576850888, (12, 17), (13, 16))
(38.8700576850888, (21, 29), (22, 28))
(38.94112549695428, (14, 22), (15, 21))
(39.04163056034261, (16, 27), (17, 26))
(39.11269837220809, (13, 20), (14, 19))
(39.11269837220809, (15, 25), (16, 24))
(39.21320343559643, (18, 28), (19, 27))
(39.284271247461895, (12, 18), (13, 17))
(39.284271247461895, (14, 23), (15, 22))
(39.38477631085024, (20, 29), (21, 28))
(39.4558441227157, (11, 16), (12, 16))
(39.52691193458118, (13, 21), (14, 20))
(39.52691193458118, (15, 26), (16, 25))
(39.62741699796952, (17, 28), (18, 27))
(39.69848480983499, (12, 19), (13, 18))
(39.69848480983499, (14, 24), (15, 23))
(39.798989873223334, (19, 29), (20, 28))
(39.870057685088796, (11, 17), (12, 16))
(39.94112549695428, (13, 22), (14, 21))
(39.94112549695428, (15, 27), (16, 26))
(40.04163056034261, (16, 28), (17, 27))
(40.11269837220809, (12, 20), (13, 19))
(40.11269837220809, (14, 25), (15, 24))
(40.21320343559643, (18, 29), (19, 28))
(40.284271247461895, (11, 18), (12, 17))
(40.35533905932737, (13, 23), (14, 22))
(40.38477631085024, (15, 28), (16, 27))
(40.4558441227157, (10, 16), (11, 16))
(40.52691193458118, (12, 21), (13, 20))
(40.52691193458118, (14, 26), (15, 25))
(40.62741699796952, (17, 29), (18, 28))
(40.69848480983499, (11, 19), (12, 18))
(40.798989873223334, (13, 24), (14, 23))
(40.870057685088796, (10, 17), (11, 16))
(40.94112549695427, (12, 22), (13, 21))
(40.94112549695427, (14, 27), (15, 26))
(41.04163056034261, (16, 29), (17, 28))
(41.11269837220808, (11, 20), (12, 19))
(41.21320343559643, (13, 25), (14, 24))
(41.28427124746189, (10, 18), (11, 17))
(41.35533905932737, (12, 23), (13, 22))
(41.35533905932737, (14, 28), (15, 27))
(41.38477631085024, (15, 29), (16, 28))
(41.4558441227157, (9, 16), (10, 16))
(41.52691193458118, (11, 21), (12, 20))
(41.62741699796952, (13, 26), (14, 25))
(41.69848480983499, (10, 19), (11, 18))
(41.76955262170046, (12, 24), (13, 23))
(41.798989873223334, (14, 29), (15, 28))
(41.870057685088796, (9, 17), (10, 16))
(41.94112549695427, (11, 22), (12, 21))
(42.04163056034261, (13, 27), (14, 26))
(42.11269837220808, (10, 20), (11, 19))
(42.21320343559643, (12, 25), (13, 24))
(42.28427124746189, (9, 18), (10, 17))
(42.35533905932736, (11, 23), (12, 22))
(42.38477631085024, (13, 28), (14, 27))
(42.38477631085024, (8, 16), (9, 16))
(42.4558441227157, (9, 15), (9, 16))
(42.52691193458117, (10, 21), (11, 20))
(42.62741699796952, (12, 26), (13, 25))
(42.69848480983498, (9, 19), (10, 18))
(42.76955262170046, (11, 24), (12, 23))
(42.798989873223334, (13, 29), (14, 28))
(42.798989873223334, (8, 17), (9, 16))
(42.870057685088796, (8, 15), (9, 16))
(42.94112549695427, (10, 22), (11, 21))
(43.04163056034261, (12, 27), (13, 26))
(43.11269837220808, (9, 20), (10, 19))
(43.21320343559643, (11, 25), (12, 24))
(43.28427124746189, (8, 18), (9, 17))
(43.35533905932736, (10, 23), (11, 22))
(43.38477631085024, (12, 28), (13, 27))
(43.38477631085024, (7, 16), (8, 16))
(43.4558441227157, (9, 14), (9, 15))
(43.52691193458117, (9, 21), (10, 20))
(43.62741699796952, (11, 26), (12, 25))
(43.69848480983498, (8, 19), (9, 18))
(43.769552621700456, (10, 24), (11, 23))
(43.798989873223334, (12, 29), (13, 28))
(43.798989873223334, (7, 17), (8, 16))
(43.798989873223334, (7, 15), (8, 16))
(43.870057685088796, (8, 14), (9, 15))
(43.941125496954264, (9, 22), (10, 21))
(44.04163056034261, (11, 27), (12, 26))
(44.11269837220807, (8, 20), (9, 19))
(44.21320343559643, (10, 25), (11, 24))
(44.21320343559643, (7, 18), (8, 17))
(44.28427124746189, (7, 14), (8, 15))
(44.35533905932736, (9, 23), (10, 22))
(44.38477631085024, (11, 28), (12, 27))
(44.38477631085024, (6, 16), (7, 16))
(44.38477631085024, (10, 14), (9, 14))
(44.4558441227157, (9, 13), (9, 14))
(44.52691193458117, (8, 21), (9, 20))
(44.62741699796952, (10, 26), (11, 25))
(44.69848480983498, (7, 19), (8, 18))
(44.769552621700456, (9, 24), (10, 23))
(44.798989873223334, (11, 29), (12, 28))
(44.798989873223334, (6, 17), (7, 16))
(44.798989873223334, (6, 15), (7, 16))
(44.798989873223334, (10, 13), (9, 14))
(44.870057685088796, (8, 13), (9, 14))
(44.941125496954264, (8, 22), (9, 21))
(45.04163056034261, (10, 27), (11, 26))
(45.11269837220807, (7, 20), (8, 19))
(45.21320343559643, (9, 25), (10, 24))
(45.21320343559643, (6, 18), (7, 17))
(45.21320343559643, (6, 14), (7, 15))
(45.28427124746189, (7, 13), (8, 14))
(45.355339059327356, (8, 23), (9, 22))
(45.38477631085024, (10, 28), (11, 27))
(45.38477631085024, (5, 16), (6, 16))
(45.38477631085024, (11, 14), (10, 14))
(45.4558441227157, (9, 12), (9, 13))
(45.526911934581165, (7, 21), (8, 20))
(45.62741699796952, (9, 26), (10, 25))
(45.62741699796952, (6, 19), (7, 18))
(45.69848480983498, (6, 13), (7, 14))
(45.769552621700456, (8, 24), (9, 23))
(45.798989873223334, (10, 29), (11, 28))
(45.798989873223334, (5, 17), (6, 16))
(45.798989873223334, (5, 15), (6, 16))
(45.798989873223334, (11, 13), (10, 14))
(45.798989873223334, (10, 12), (9, 13))
(45.870057685088796, (8, 12), (9, 13))
(45.941125496954264, (7, 22), (8, 21))
(46.04163056034261, (9, 27), (10, 26))
(46.11269837220807, (6, 20), (7, 19))
(46.21320343559643, (8, 25), (9, 24))
(46.21320343559643, (5, 18), (6, 17))
(46.21320343559643, (5, 14), (6, 15))
(46.21320343559643, (11, 12), (10, 13))
(46.28427124746189, (7, 12), (8, 13))
(46.355339059327356, (7, 23), (8, 22))
(46.38477631085024, (9, 28), (10, 27))
(46.38477631085024, (4, 16), (5, 16))
(46.38477631085024, (12, 14), (11, 14))
(46.4558441227157, (9, 11), (9, 12))
(46.526911934581165, (6, 21), (7, 20))
(46.62741699796952, (8, 26), (9, 25))
(46.62741699796952, (5, 19), (6, 18))
(46.62741699796952, (5, 13), (6, 14))
(46.69848480983498, (6, 12), (7, 13))
(46.76955262170045, (7, 24), (8, 23))
(46.798989873223334, (9, 29), (10, 28))
(46.798989873223334, (4, 17), (5, 16))
(46.798989873223334, (4, 15), (5, 16))
(46.798989873223334, (12, 13), (11, 14))
(46.798989873223334, (10, 11), (9, 12))
(46.870057685088796, (8, 11), (9, 12))
(46.94112549695426, (6, 22), (7, 21))
(47.04163056034261, (8, 27), (9, 26))
(47.04163056034261, (5, 20), (6, 19))
(47.11269837220807, (5, 12), (6, 13))
(47.21320343559643, (7, 25), (8, 24))
(47.21320343559643, (4, 18), (5, 17))
(47.21320343559643, (4, 14), (5, 15))
(47.21320343559643, (12, 12), (11, 13))
(47.21320343559643, (11, 11), (10, 12))
(47.28427124746189, (7, 11), (8, 12))
(47.355339059327356, (6, 23), (7, 22))
(47.38477631085024, (8, 28), (9, 27))
(47.38477631085024, (3, 16), (4, 16))
(47.38477631085024, (13, 14), (12, 14))
(47.4558441227157, (9, 10), (9, 11))
(47.526911934581165, (5, 21), (6, 20))
(47.62741699796952, (7, 26), (8, 25))
(47.62741699796952, (4, 19), (5, 18))
(47.62741699796952, (4, 13), (5, 14))
(47.62741699796952, (12, 11), (11, 12))
(47.69848480983498, (6, 11), (7, 12))
(47.76955262170045, (6, 24), (7, 23))
(47.798989873223334, (8, 29), (9, 28))
(47.798989873223334, (3, 17), (4, 16))
(47.798989873223334, (3, 15), (4, 16))
(47.798989873223334, (13, 13), (12, 14))
(47.798989873223334, (10, 10), (9, 11))
(47.870057685088796, (8, 10), (9, 11))
(47.94112549695426, (5, 22), (6, 21))
(48.04163056034261, (7, 27), (8, 26))
(48.04163056034261, (4, 20), (5, 19))
(48.04163056034261, (4, 12), (5, 13))
(48.11269837220807, (5, 11), (6, 12))
(48.21320343559643, (6, 25), (7, 24))
(48.21320343559643, (3, 18), (4, 17))
(48.21320343559643, (3, 14), (4, 15))
(48.21320343559643, (13, 12), (12, 13))
(48.21320343559643, (11, 10), (10, 11))
(48.28427124746189, (7, 10), (8, 11))
(48.35533905932735, (5, 23), (6, 22))
(48.38477631085024, (7, 28), (8, 27))
(48.38477631085024, (2, 16), (3, 16))
(48.38477631085024, (14, 14), (13, 14))
(48.4558441227157, (9, 9), (9, 10))
(48.4558441227157, (4, 21), (5, 20))
(48.526911934581165, (4, 11), (5, 12))
(48.62741699796952, (6, 26), (7, 25))
(48.62741699796952, (3, 19), (4, 18))
(48.62741699796952, (3, 13), (4, 14))
(48.62741699796952, (13, 11), (12, 12))
(48.62741699796952, (12, 10), (11, 11))
(48.69848480983498, (6, 10), (7, 11))
(48.76955262170045, (5, 24), (6, 23))
(48.798989873223334, (7, 29), (8, 28))
(48.798989873223334, (2, 17), (3, 16))
(48.798989873223334, (2, 15), (3, 16))
(48.798989873223334, (14, 13), (13, 14))
(48.798989873223334, (10, 9), (9, 10))
(48.870057685088796, (8, 9), (9, 10))
(48.94112549695426, (4, 22), (5, 21))
(49.04163056034261, (6, 27), (7, 26))
(49.04163056034261, (3, 20), (4, 19))
(49.04163056034261, (3, 12), (4, 13))
(49.04163056034261, (13, 10), (12, 11))
(49.11269837220807, (5, 10), (6, 11))
(49.21320343559643, (5, 25), (6, 24))
(49.21320343559643, (2, 18), (3, 17))
(49.21320343559643, (2, 14), (3, 15))
(49.21320343559643, (14, 12), (13, 13))
(49.21320343559643, (11, 9), (10, 10))
(49.28427124746189, (7, 9), (8, 10))
(49.35533905932735, (4, 23), (5, 22))
(49.38477631085024, (6, 28), (7, 27))
(49.38477631085024, (1, 16), (2, 16))
(49.38477631085024, (15, 14), (14, 14))
(49.4558441227157, (9, 8), (9, 9))
(49.4558441227157, (3, 21), (4, 20))
(49.4558441227157, (3, 11), (4, 12))
(49.526911934581165, (4, 10), (5, 11))
(49.62741699796952, (5, 26), (6, 25))
(49.62741699796952, (2, 19), (3, 18))
(49.62741699796952, (2, 13), (3, 14))
(49.62741699796952, (14, 11), (13, 12))
(49.62741699796952, (12, 9), (11, 10))
(49.69848480983498, (6, 9), (7, 10))
(49.76955262170044, (4, 24), (5, 23))
(49.798989873223334, (6, 29), (7, 28))
(49.798989873223334, (1, 17), (2, 16))
(49.798989873223334, (1, 15), (2, 16))
(49.798989873223334, (15, 13), (14, 14))
(49.798989873223334, (10, 8), (9, 9))
(49.870057685088796, (8, 8), (9, 9))
(49.870057685088796, (3, 22), (4, 21))
(49.94112549695426, (3, 10), (4, 11))
(50.04163056034261, (5, 27), (6, 26))
(50.04163056034261, (2, 20), (3, 19))
(50.04163056034261, (2, 12), (3, 13))
(50.04163056034261, (14, 10), (13, 11))
(50.04163056034261, (13, 9), (12, 10))
(50.11269837220807, (5, 9), (6, 10))
(50.21320343559643, (4, 25), (5, 24))
(50.21320343559643, (1, 18), (2, 17))
(50.21320343559643, (1, 14), (2, 15))
(50.21320343559643, (15, 12), (14, 13))
(50.21320343559643, (11, 8), (10, 9))
(50.28427124746189, (7, 8), (8, 9))
(50.35533905932735, (3, 23), (4, 22))
(50.38477631085024, (5, 28), (6, 27))
(50.38477631085024, (16, 14), (15, 14))
(50.4558441227157, (9, 7), (9, 8))
(50.4558441227157, (2, 21), (3, 20))
(50.4558441227157, (2, 11), (3, 12))
(50.4558441227157, (14, 9), (13, 10))
(50.526911934581165, (4, 9), (5, 10))
(50.62741699796952, (4, 26), (5, 25))
(50.62741699796952, (1, 19), (2, 18))
(50.62741699796952, (1, 13), (2, 14))
(50.62741699796952, (15, 11), (14, 12))
(50.62741699796952, (12, 8), (11, 9))
(50.69848480983498, (6, 8), (7, 9))
(50.76955262170044, (3, 24), (4, 23))
(50.798989873223334, (5, 29), (6, 28))
(50.798989873223334, (16, 13), (15, 14))
(50.798989873223334, (10, 7), (9, 8))
(50.870057685088796, (8, 7), (9, 8))
(50.870057685088796, (2, 22), (3, 21))
(50.870057685088796, (2, 10), (3, 11))
(50.94112549695426, (3, 9), (4, 10))
(51.04163056034261, (4, 27), (5, 26))
(51.04163056034261, (1, 20), (2, 19))
(51.04163056034261, (1, 12), (2, 13))
(51.04163056034261, (15, 10), (14, 11))
(51.04163056034261, (13, 8), (12, 9))
(51.11269837220807, (5, 8), (6, 9))
(51.21320343559643, (3, 25), (4, 24))
(51.21320343559643, (16, 12), (15, 13))
(51.21320343559643, (11, 7), (10, 8))
(51.28427124746189, (7, 7), (8, 8))
(51.28427124746189, (2, 23), (3, 22))
(51.35533905932735, (2, 9), (3, 10))
(51.38477631085024, (4, 28), (5, 27))
(51.38477631085024, (17, 14), (16, 14))
(51.4558441227157, (9, 6), (9, 7))
(51.4558441227157, (1, 21), (2, 20))
(51.4558441227157, (1, 11), (2, 12))
(51.4558441227157, (15, 9), (14, 10))
(51.4558441227157, (14, 8), (13, 9))
(51.526911934581165, (4, 8), (5, 9))
(51.62741699796952, (3, 26), (4, 25))
(51.62741699796952, (16, 11), (15, 12))
(51.62741699796952, (12, 7), (11, 8))
(51.69848480983498, (6, 7), (7, 8))
(51.76955262170044, (2, 24), (3, 23))
(51.798989873223334, (4, 29), (5, 28))
(51.798989873223334, (17, 13), (16, 14))
(51.798989873223334, (10, 6), (9, 7))
(51.870057685088796, (8, 6), (9, 7))
(51.870057685088796, (1, 22), (2, 21))
(51.870057685088796, (1, 10), (2, 11))
(51.870057685088796, (15, 8), (14, 9))
